reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
702d58d1-030a-441b-b105-7eb005c17753,A *********er,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"selalu gagal add payment method: credit card dengan error ""one or more payload is invalid"" (or something like that) padahal semua info benar.",4,0,6.19.0,2025-09-21 13:03:20,"Yth, Bapak/Ibu Haerun Nur​ , mohon maaf atas ketidaknyamanannya, kami akan tindak lanjuti laporan ini mohon di informasikan nomor telp yang dapat kami hubungi melalui email customercare@bluebirdgroup.com atau live chat BEBI di 081117941234 Terima kasih.-Vi-",2025-09-21 13:26:26,6.19.0
11cfd27e-fd4d-4ff1-8d38-271b2e1e1a9c,A *********er,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Perusahaan taksi andalan yang legendaris. Maju terus, Bluebird...",5,0,6.19.0,2025-09-16 08:01:56,"Dear Bapak/Ibu Harimurti Kridalaksana , terima kasih untuk ratingnya :)
Jangan lupa klik link berikut ini untuk mengetahui promo-promo kami https://www.bluebirdgroup.com/promo/ -Am",2025-09-16 08:07:10,6.19.0
4fc0c4fe-bf6c-4ef6-979c-6102efc675cc,A *********er,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,getting better but can you please give the licence number of taxis as well as the bluebird pd number? it's impossible to see the pd number until the very last minute,3,7,6.18.2,2025-09-15 10:20:12,"Good evening Bapa/Ibu J , Thank you for your rating. If you book through the My Bluebird app, we'll only display the taxi number in your booking. Thank you -SL-",2025-09-15 10:55:29,6.18.2
0d1e4c23-7a76-4449-925f-2f069fdac414,A *********er,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"good app and service, but too many annoying adverts",4,0,6.18.2,2025-09-15 00:01:59,"Hi Mr Michael Vaughan , thank you for the rating :) Don't forget to invite your friends and family to download the My Bluebird application and click the following link to find out about our promos https://www.bluebirdgroup.com/promo/ -Rm",2025-09-15 00:15:29,6.18.2
6a1c2108-fb3d-4d79-807a-a6c44216cf77,A *********er,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"nice app, thanks 👍🏾👍🏾",5,0,6.18.2,2025-09-13 02:01:38,"Dear Mr/Ms Andrie Wisnu , thank you for the rating :)
Don't forget to click the following link to find out about our promos https://www.bluebirdgroup.com/promo/ -Am",2025-09-13 02:05:39,6.18.2
9e288c01-1023-4b6c-ace2-79eead419d0c,A *********er,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kualitas telpon sangat buruk, sulit berkomunikasi sama driver. kualitas maps juga buruk, booking lokasi dimana, di pick up nya dimana. makin mundur skrg.",1,0,6.19.0,2025-09-12 15:09:15,"Selamat malamBapak/Ibu Diendy Liu, mohon maaf atas ketidaknyamanannya, mohon informasikan kepada kami nomor telepon dan Order ID. Bapak/Ibu dapat menginformasikan via WhatsApp kami di nomor 081117941234/email customercare@bluebirdgroup.com/ menghubungi kami di 021-797 1245 dan kami akan segera membantu tindaklanjuti kendalanya -Rm",2025-09-12 15:21:09,6.19.0
0c133417-b336-472a-9ead-38b35fdcba80,A *********er,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This app uses the same algorithm as Gojek and Grab; by matching me with the furthest available taxi driver possible. A waste of time and patience in using this.,1,0,6.18.2,2025-09-12 05:05:54,"Yth, Bapak/Ibu Muhammad Gemilang​ , mohon maaf atas ketidaknyamanannya, kami akan tindak lanjuti laporan ini mohon di informasikan nomor telp yang dapat kami hubungi melalui email customercare@bluebirdgroup.com atau live chat BEBI di 081117941234 Terima kasih.-Am",2025-09-12 05:09:44,6.18.2
6600cf91-093f-44f4-b630-e53e8a4622b0,A *********er,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Still need many improvements,3,0,,2025-09-11 11:59:26,"Dear Mr/Ms NAZLY Tjoki Siregar Tarigan, apologize for the inconvenience, we will follow up on this report. Please provide a phone number that we can contact via email customercare@bluebirdgroup.com or BEBI live chat at 081117941234 Thank you.-Pj-",2025-09-11 13:27:23,
f73be71f-96db-4421-ab97-5054e45501b0,A *********er,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udah bagus, cuma kurang pilihan tadi blue bird now jadi ga udah nunggu tinggal samperin taxi yg keliatan aja. Sama tolong update biar bisa lebih dari 1 tujuan. Thank you.",5,0,6.18.2,2025-09-09 08:25:07,"Hi Rifer Nan , terima kasih untuk ratingnya :) jangan lupa  ajak teman-teman dan keluarga untuk download aplikasi My Bluebird dan klik  link berikut ini untuk mengetahui promo-promo kami https://www.bluebirdgroup.com/promo/ -Rm
",2025-09-09 08:30:56,6.18.2
0a0c25ac-e319-42f1-991b-1b85db74f6f8,A *********er,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Dear Bluebird, knp skrg maps nya salah terus ya ? padahal pakai lokasi yg sudah di save. Jadi saya customer yang kena salah sama driver. Titik tidak sesuai.",4,0,6.18.2,2025-09-09 05:32:20,"Yth, Bapak/Ibu Donni Andika​ , mohon maaf atas ketidaknyamanannya, kami akan tindak lanjuti laporan ini mohon di informasikan nomor telp yang dapat kami hubungi melalui email customercare@bluebirdgroup.com atau live chat BEBI di 081117941234 Terima kasih.-Ys-",2025-09-09 05:40:58,6.18.2
